Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.559609056,0.675648868,0.533818603,0.826159775,0.322430104,0.164906055,0.200640664,-0.034124114,0.047412302,0.065151274,0.122316822,0.065416984,-0.000270605,-0.000778838,-0.048636407,-0.151400715,0.016247632,-0.442044199,-0.094831444,-0.08758685,0.214429125,0.247992232,0.035266154,0.04582857
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.570578575,-1.638902903,-0.812726557,-1.192041397,-1.299210668,-0.864118159,-0.755904913,-0.966098785,-0.645898998,-0.919675112,-0.965524912,-0.718320906,-0.656951964,-0.680453956,-0.441366166,-0.321507543,-0.472153753,-0.320115089,-0.375215024,-0.447616845,-0.498185903,-0.429623365,-0.429646611,-0.4409495
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.288499475,1.242147803,1.411335707,1.09601748,0.577859223,0.638884366,0.88891536,1.025069594,0.995823801,0.943830788,0.859902501,0.796834469,0.842218459,0.775621295,0.92798388,0.925186455,0.687514961,0.667541146,0.574380219,0.577707589,0.548454642,0.64498806,0.725666702,0.614759147
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.234503835,-0.136477411,-0.359381735,-0.159934327,0.029186578,0.040790971,0.169719294,0.006396186,-0.073061265,-0.029515961,0.027835818,0.026093241,0.167112142,0.130694985,0.060606085,-0.106807962,-0.038228907,-0.138907716,0.082036331,-0.036738522,0.118470922,0.169862181,0.065785304,-0.065912969
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.553863883,0.771396816,0.808356404,0.872591853,0.477636367,0.489336252,0.506524146,0.630432785,0.523507833,0.267854154,-0.208124295,-0.127206877,-0.098695189,-0.217248693,-0.171341717,-0.140445963,-0.235559732,-0.129703641,-0.081244558,0.153864294,0.1623694,0.115144268,0.101313189,0.064303063
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,1.518853307,1.645201087,1.940006495,1.934407234,1.931952834,1.924541116,1.947082162,1.964210629,1.927581429,1.936508656,1.887186527,1.910476446,1.877370477,1.565969229
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.914663494,0.954443455,1.019257665,0.923411608,0.885519981,0.879427552,0.415122241,0.391092598,0.384942293,0.387722582,0.392208546,0.518380046,0.360115409,0.492649019,0.426174343,0.774568856,0.779747725,0.998592257,0.992373705,0.968616605,0.937967896,1.03254509,1.040163636,1.043798447
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.634409845,0.746284068,0.703987658,0.431097239,0.441606164,0.401251554,0.395871073,0.791545987,0.780917645,0.798485518,0.750133276,0.786707044,0.652095139,0.678459287,0.697025716,0.883918047,0.888366282,0.877565145,0.808528244
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.013414145,-0.669719815,-0.768333912,-0.834293127,-0.774796605,-0.808034837,-0.835618198,-0.735238791,-0.753424942,-0.713971555,-0.925672591,-0.852924466,-0.7441414,-0.633820176,-0.674156249,-0.655563533,-0.6544379,-0.545003712,-0.651365459,-0.538192272,-0.577349424,-0.415842652,-0.395547092,-0.304971337
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.150932908,-0.586954713,-1.907590032,-1.421165824,-0.788895369,-1.033383608,-1.153976798,-1.908928514,-2.403348207,-2.097338915,-2.116455078,-1.687079072,-1.388054013,-1.287012458,-1.229851723,-0.955242753,-0.386475414,-0.396070927,-0.69907409,-0.880607545,-0.84259665,-0.669287205,-0.939894259,-0.864391387
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.540016651,-1.860767245,-0.349449873,-0.726157308,-0.494184494,-0.378061444,-0.562525928,-0.494073361,-0.460553706,-0.709455967,-0.665870845,-0.690954328,-0.753625989,-0.965295851,-0.899927616,-0.706451654,-0.516579092,-0.445275575,-0.497683495,-0.684850454,-0.561577141,-0.721676052,-0.280024618,-0.394830406
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.26641354,0.12336912,-0.486819774,-0.561520338,-0.436319321,-0.554896176,-0.454965949,-0.734118462,-0.55968678,-0.633931935,-0.629981041,-0.458965749,-0.434282511,-0.49961406,-0.456606746,-0.136097595,-0.139641345,-0.034218926,-0.049440727,-0.191917717,-0.254104406,-0.137580603,-0.137163654,0.027062163
Haiti,HTI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.756698847,-0.942441285,-0.628624499,-1.255857944,-1.315423131,-1.984543085,-1.804397941,-1.391543508,-1.319728017,-1.383103251,-0.957430124,-0.940315425,-0.990167558,-0.788092673,-0.63101536,-0.643627286,-0.671565056,-0.745547473,-0.676077306,-0.640176177,-0.887624741,-1.027478695,-1.128099442,-1.406295657
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.470392346,0.029658465,-0.078596383,-0.252441436,-0.379858077,-0.391061932,-0.623264194,-0.667903721,-0.437030196,-0.527115524,-0.308192104,-0.496909589,-0.390435368,-0.350115597,-0.438611597,-0.534083962,-0.472757906,-0.437456161,-0.565637231,-0.531866431,-0.569066167,-0.448519617,-0.627824068,-0.552035332
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.576565087,0.701060176,0.93515718,0.908920228,0.947880447,1.144978046,1.336290479,1.190912247,1.104014874,1.131019473,0.965701699,0.935810566,0.94859612,1.006289482,0.922868311,1.153228521,1.035205364,0.736158371,0.818202198,0.776450574,-0.228379548,0.05667685,0.263209611,0.61155504
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.006688952,1.219403625,0.918442905,1.260672212,1.131863952,0.828297615,1.003100395,0.98567611,0.747096717,0.75026387,0.536816299,0.685783744,0.743254066,0.67579478,0.796646118,0.669904828,0.737792492,0.64338094,0.796199262,0.737417698,0.761821568,0.836977124,0.798463762,0.635951281
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.325201988,1.377105355,1.575330615,1.620292544,1.51723218,1.457004666,1.444697142,1.453826547,1.485594153,1.215023875,1.190887213,1.022253633,1.244009733,1.245032072,1.287133694,1.246974587,1.298480988,1.346588731,1.337684989,1.394577146,1.61964798,1.374937654,1.372178674,1.262935281
India,IND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.972584128,-1.20082128,-1.00120759,-1.210664988,-1.50999701,-1.28043294,-1.013880491,-1.065184236,-1.154295802,-1.109707355,-1.355547905,-1.2779845,-1.32679534,-1.289309859,-1.229174137,-0.99791199,-0.954773545,-0.960426509,-0.774099052,-0.997705162,-0.796840608,-0.841136158,-0.691997945,-0.568608165
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.131379128,-1.731670618,-1.995200634,-1.583244205,-2.09539485,-1.908605576,-1.51817596,-1.417666912,-1.198065758,-1.056791544,-0.751153648,-0.853916168,-0.770114183,-0.593262792,-0.519264638,-0.416824043,-0.619956315,-0.379699737,-0.5049389,-0.552077413,-0.502156675,-0.462322682,-0.531467199,-0.439423859
"Iran, Islamic Rep.",IRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.324623704,-0.693391085,-0.727548361,-0.773440599,-0.779733181,-0.76182431,-0.782738864,-1.04084003,-0.931640446,-0.939874709,-1.564242005,-1.630591869,-1.421767712,-1.323926091,-1.249686599,-0.874987662,-0.924846888,-0.814020634,-0.933828712,-1.342144251,-1.711465359,-1.699162006,-1.584384561,-1.586439133
Iraq,IRQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.817376614,-1.533800006,-1.73264277,-1.601286769,-2.39324522,-3.180351734,-2.688648462,-2.826402187,-2.771050692,-2.466896534,-2.17470789,-2.239267111,-1.846983552,-1.934050202,-2.011390448,-2.480337858,-2.250779629,-2.303333044,-2.295948267,-2.520958185,-2.609148026,-2.474690437,-2.384559393,-2.473924637
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.343453646,1.512910008,1.584100127,1.50421679,1.348457694,1.17082572,1.298666835,1.192410588,1.215192676,1.18687439,1.057366014,1.020165324,0.948998928,0.941072702,0.901075721,1.052991152,0.895332575,0.833849669,0.99340868,1.011168242,0.95930326,0.965446055,0.84353143,0.881889522
Israel,ISR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.151186228,-1.12271452,-1.041991234,-1.462138295,-1.518784404,-1.322681308,-1.247522712,-1.259288788,-1.252032876,-1.323101997,-1.625210643,-1.341151714,-1.201318026,-1.07890439,-1.101284742,-1.039735317,-1.097817302,-0.799367249,-0.894905567,-0.918106616,-0.8155604,-0.887810647,-1.122282505,-1.28531599
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.110385418,1.192702293,0.916669428,0.838429809,0.431488335,0.269257694,0.489115536,0.530733764,0.446970046,0.547544241,0.346905887,0.473923683,0.501207411,0.508217514,0.495499194,0.458165407,0.3632572,0.355933428,0.292909652,0.32613951,0.381040454,0.39929536,0.550413907,0.413505375
Jamaica,JAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.110229269,0.083308145,0.18639648,-0.208229527,-0.384524792,-0.345668554,-0.298737347,-0.320163667,-0.256037086,-0.307299733,-0.363817692,-0.429541469,-0.062983334,0.120508112,0.182374373,0.024492532,0.085965723,0.29546842,0.298302531,0.423851728,0.388235539,0.258638471,0.217914656,0.379746348
Japan,JPN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.161889791,1.247674823,1.197552681,1.17602253,1.027120113,1.028315306,1.035769463,1.138334513,1.010374546,0.894625247,0.9762519,0.879353166,0.995091975,0.948442876,1.019141912,0.968597353,1.054220557,0.968189001,1.100126505,1.037358642,1.019695044,1.026066899,1.015356421,1.073910952
"Jersey, Channel Islands",JEY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,1.480601311,1.476132035,1.485056996,1.464952469,1.533043027,1.319146872,1.277439713,1.270128131,1.280074358,1.328706861,1.284423351,1.619478703
Jordan,JOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.044978514,0.07521262,0.000209701,-0.456774443,-0.073701382,-0.234758884,-0.132929385,-0.762317538,-0.300741792,-0.370714009,-0.356457055,-0.31249252,-0.513562262,-0.523977637,-0.606315255,-0.540025532,-0.60686487,-0.496246248,-0.434904039,-0.379783809,-0.274439603,-0.267881632,-0.315793395,-0.296307683
Kazakhstan,KAZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.367461205,0.19438383,0.090090342,0.358549178,0.356259912,0.070387974,0.190631837,0.207937807,0.647996783,0.626638472,0.776816249,0.522971809,-0.338570565,-0.408455014,-0.402473897,0.036018156,-0.038353074,0.001462973,0.024372295,-0.052698813,-0.167979881,-0.257630289,-0.231327519,-0.356833428
Kenya,KEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.656428635,-0.907693863,-1.068352699,-1.18801403,-1.263868928,-1.087354779,-1.250505924,-1.126983285,-1.305442214,-1.393615365,-1.425580621,-1.165523529,-1.244790792,-1.323441267,-1.166930914,-1.282247186,-1.241347909,-1.354456544,-1.128438354,-1.179692149,-1.105736017,-1.007226825,-1.032414198,-0.94308722
Kiribati,KIR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.156943679,1.384927273,1.349654078,1.342015743,1.338472128,1.40261066,1.422731638,1.302488327,1.290351152,1.28392601,0.801865816,0.821486235,0.846926332,0.855434954,0.998590291,1.124233007,1.163732648,1.13891089,1.11602664
"Korea, Dem. People's Rep.",PRK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.50562638,-0.419251919,-0.015158058,0.187998772,0.224566981,0.226076111,0.024262642,-0.020749725,0.537623465,0.524418473,-0.027152836,-0.296562105,-0.251826197,-0.012876378,-0.441554099,-1.134743333,-1.151740313,-0.684034169,-0.500023603,-0.340751916,-0.286907196,-0.378693789,-0.477292448,-0.412224323
"Korea, Rep.",KOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.566771448,0.513872743,0.398045033,0.241773605,0.248543099,0.428842574,0.485128582,0.423855454,0.566254735,0.420968682,0.409627974,0.325895816,0.412495643,0.267103314,0.278578639,0.108568802,0.156361043,0.153576508,0.38189283,0.638081014,0.546021044,0.608559489,0.629525959,0.56241101
Kosovo,XKX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,1.012082815,0.430509388,-1.044821143,-1.04214704,-1.038502336,-0.966146648,-0.340774536,-0.200406447,-0.285933346,-0.244493425,-0.675402105,-0.348640084,-0.279240251,-0.113625251,-0.252448589
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.170835972,0.455113381,0.752232671,-0.146744311,0.294286907,0.345240027,0.253690273,0.412733108,0.620643914,0.501767993,0.353407443,0.451988816,0.311102718,0.203606218,0.16605559,0.149006546,-0.219549298,-0.056500711,-0.051229637,0.090533733,0.175113589,0.225190043,0.262982517,0.281217426
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.174339622,-0.166477472,-0.182534769,-0.614730597,-1.099491715,-1.183466911,-1.17442596,-1.385570765,-0.990260482,-0.567302406,-0.622969389,-1.039652348,-1.098030686,-0.911251366,-0.911773801,-0.804615676,-0.882429659,-0.65201968,-0.362933785,-0.529558122,-0.266192228,-0.456187993,-0.467156112,-0.546579063
Lao PDR,LAO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.371830761,-0.191821799,-0.577913404,-0.103369668,-1.232353568,-0.611157954,-0.491447717,-0.085298561,-0.176476792,0.017276132,-0.158048227,-0.282062978,-0.058007225,0.03373903,0.0674439,0.498692989,0.538871527,0.524906516,0.394011855,0.407829285,0.530268252,0.693885386,0.71241802,0.80272752
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.561403096,0.0337703,0.41943416,0.944357157,1.001643181,0.616755247,0.814021409,0.838368714,0.561930537,0.203508124,0.348279804,0.527854025,0.320002139,0.453626722,0.593635261,0.487268358,0.43631041,0.467219561,0.452953696,0.395304829,0.426793516,0.462128848,0.673323035,0.480724365
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.668952644,-0.752315283,-0.439044535,-0.354815215,-0.459642589,-0.713360965,-0.999740839,-1.803862691,-2.119095325,-1.876608849,-1.561696887,-1.62501502,-1.558287501,-1.664812326,-1.690353394,-1.697941303,-1.698364496,-1.615684032,-1.622226834,-1.621535778,-1.67229104,-1.62113452,-1.481944561,-1.473512411
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.232784986,-0.118997246,0.096109748,-0.047421191,0.099674545,0.358144611,-0.002811341,-0.124705359,-0.391314209,-0.204756096,0.326155901,0.456775397,0.383940756,0.274199098,0.338074297,-0.332812041,-0.318707615,-0.244855866,-0.194125235,-0.188686535,-0.427999049,-0.253533632,-0.213269129,-0.134738371
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.4394629,-1.755550861,-1.952880502,-2.189619541,-2.159392834,-1.365385771,-1.357908726,-1.326841235,-1.244839549,-1.283122301,-1.050554633,-0.46852529,-0.42737025,-0.484476507,-0.475507081,-0.615449607,-0.817833304,-0.441768199,-0.320534796,-0.203764617,-0.339135408,-0.314182639,-0.286361516,-0.29159987
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.988058925,-0.809740365,-0.294286817,-0.095380805,0.120704226,0.355680615,0.448557079,0.358128875,0.747057617,0.808881164,0.831896722,0.028088447,-1.287379265,-1.58695972,-1.844076514,-2.353407145,-2.189651251,-2.274737835,-2.353574753,-2.43496871,-2.565771341,-2.462278366,-2.308345795,-2.197963476
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.169522166,1.182875156,1.166981459,1.282766938,1.465131164,1.515257955,1.384927273,1.349654078,1.342015743,1.338472128,1.553163767,1.54408741,1.490579605,1.389199615,1.397171617,1.458861828,1.437775135,1.453269958,1.459082961,1.453585505,1.597493172,1.669110894,1.595491529,1.644336104
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.524631858,0.429658592,0.428785473,0.893210649,1.050185442,0.76600486,0.779100299,0.870995998,0.817851543,0.746765077,0.631581247,0.715260625,0.671200335,0.786209881,0.964532316,0.742136419,0.749750257,0.814721227,0.76556474,0.729063928,0.77052319,0.921403408,0.80971843,0.653739512
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.381302357,1.385318875,1.60547471,1.637916565,1.44070816,1.315435052,1.331648588,1.399898887,1.483718038,1.511939526,1.450381756,1.461218596,1.317426801,1.331918836,1.335248113,1.378323793,1.426368237,1.403617144,1.31289196,1.347255111,1.333174944,1.212395668,1.193919539,1.063888907
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.264631718,0.274148971,0.486361712,0.547456384,1.1208992,1.35202682,1.285614014,0.97331202,0.456923127,0.479434997,0.605377018,0.573578119,0.607760489,0.628785551,0.757722914,1.206168532,1.187453151,1.390567183,1.407128215,1.229578137,1.215290904,1.137468815,1.028874636,1.127567887
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.217267141,0.196962193,0.162798807,-0.225308344,0.622443974,0.245569572,-0.018572573,0.185515359,0.089625657,-0.469336182,-0.733878493,-0.978338838,-0.705585897,-0.536136985,-0.65999341,-0.557235837,-0.427762926,-0.294186473,-0.30283758,-0.578839123,-0.313983828,-0.509343922,-0.54227978,-0.531038582
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.45672074,-0.069941163,-0.325264573,0.008120139,0.041576758,0.123799182,0.10663145,0.12009196,0.082379282,-0.061070625,0.053666811,0.043895766,-0.072912723,-0.002686169,-0.205809802,0.081093207,0.034293275,-0.116127513,-0.249828547,-0.431270897,-0.286847949,-0.118913285,-0.109315783,-0.15286392
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.57122016,-0.038123466,0.092691198,0.539594114,0.485534877,0.348003983,0.566449165,0.288379699,0.193307161,0.108542368,-0.04166092,0.143352136,0.077409767,-0.005212402,0.051791593,0.266619146,0.253947318,0.129485935,0.111208953,0.247989401,0.146066397,0.124463096,0.058753986,0.140358165
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.882181823,1.115919352,1.180719733,1.07719624,1.032264709,0.501932442,0.811711967,0.758358777,0.083186485,-0.164438739,-0.229707628,-0.166243851,-0.242630184,-0.365171462,0.125037372,0.679096162,0.411403716,0.408033192,0.224531189,0.082971118,0.027608531,0.362981379,0.534778357,0.667752326
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.365160435,0.426935762,0.240109742,0.410831213,0.257701814,0.452396661,0.173916295,0.414196908,0.230479196,0.209998891,-0.075577624,-0.182899222,-0.708379745,-2.034328699,-1.722162127,-1.713988781,-1.682771206,-1.612848759,-1.903490663,-2.084461451,-2.214205742,-2.14628768,-2.332805395,-2.479408979
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.325201988,1.426385522,1.586208701,1.598263383,1.547776222,1.317642331,1.380357146,1.231257558,1.269631863,1.27317667,1.249360085,1.253456235,1.06393671,1.065075159,1.042757869,1.125496984,1.05367744,1.066459775,1.238307238,1.271421313,1.013528109,0.998400986,0.887379706,0.913422585
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.131853342,1.070744872,1.040722609,1.088965535,1.012082815,1.385001779,1.153065562,1.061803818,1.026400208,1.054114819,0.989585757,1.002985954,0.834963679,1.034585953,0.998590291,1.175102472,0.983442307,0.933938026,1.056267262
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.264631718,0.274148971,0.486361712,0.547456384,0.851720035,1.25454545,1.189666033,1.104799986,1.085738063,0.592086017,0.401251554,0.395871073,0.618969917,0.581581712,0.626667917,0.913897812,0.961817384,0.975613654,0.98148948,0.955986977,0.752166986,0.604191601,0.630220294,0.636192322
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.368493199,0.352811933,0.345234483,0.3820467,0.059730738,-0.166340142,-0.224495947,0.240350217,-0.279368013,-0.643881679,-0.882854044,-1.076169848,-1.173678875,-1.133991718,-1.014761448,-0.589508355,-0.635684848,-0.748691559,-0.629497826,-0.632418096,-0.562930703,-0.700950503,-0.555529892,-0.507473767
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.089375615,0.967956066,0.754748404,1.116654158,1.009414434,0.974532723,1.027748823,0.780889988,0.879288077,0.890551448,0.707766652,0.640258789,0.946499407,0.971312404,0.944801748,0.667965949,0.988632321,0.999218166,0.962364137,0.859399259,0.801905751,0.872974157,0.832465351,0.835721731
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.925459146,-0.423062265,-0.200209871,-0.058308262,-0.116878085,-0.21408245,-0.445820868,-0.636888444,-0.729851604,-0.804012358,-0.686627805,-0.726463437,-0.667768598,-0.662454188,-0.714223802,-0.853918791,-0.801780105,-0.633718133,-0.806073427,-0.673981011,-0.843628824,-0.791369319,-0.688360929,-0.691959739
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.629589558,1.003659844,1.134082437,1.131840825,1.150465488,1.16868186,1.287469268,1.209316969,1.101389408,1.150869846,1.102858543,0.984550714,1.017171502,1.036456466,1.161632657,1.315120697,1.034340501,1.118729949,1.202114701,1.210484147
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.011292184,0.389240354,-0.42826128,-0.156634763,-0.131324723,-0.219342858,-0.40147987,-0.369664699,-0.014954031,-0.26793316,-0.583599746,-0.381340742,-0.049293749,0.046490479,0.000808572,-0.158987761,-0.32604599,-0.305498779,-0.314989507,-0.402226478,-0.387309909,-0.340128064,-0.205342084,-0.668324411
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.11256206,1.030053735,1.007802725,1.037468791,1.029076695,0.977230787,0.964173734,1.042408824,1.048162341,1.056243896,1.023347855,1.314925075,1.315310597,1.615089536,1.577254295,1.577211499,1.17722559,1.172496915,1.204843044
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.747216463,0.35268867,0.821868122,1.170978546,0.963294148,0.775293171,0.878712356,0.646906972,0.668377757,0.539784849,0.609987438,0.597042263,0.606538892,0.471134812,0.491320789,0.791901171,0.711831987,0.7876001,0.783370972,0.831077039,0.636659682,0.717772186,0.705798924,0.533999085
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,0.047549605,0.108533092,0.767700613,0.817372143,0.584210992,0.565341532,0.596563041,0.504595459,0.219455272,0.136638209,0.268716216,-0.062578022,0.037592556,0.058016822,-0.061226465,-0.052502058,-0.059176981
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.209069982,0.307698369,-0.065564901,-0.261418521,-0.407007366,-0.312668711,-0.556680739,-0.461343467,-0.501324236,-0.571273208,-0.398299634,-0.383013308,-0.392256796,-0.470458776,-0.493017614,-0.446265608,-0.344394982,-0.317617774,-0.3780891,-0.348556757,-0.345829725,-0.359539151,-0.402591288,-0.319889188
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.049991496,0.111920342,-0.125803381,0.188492239,0.246098503,0.003256466,0.125595734,0.520101011,0.35761559,0.383096486,0.625379622,0.394421875,0.332048267,0.390493691,-0.22696647,-0.336002737,-0.516435564,-1.096814632,-0.917248428,-0.833329558,-0.766716242,-1.281614184,-1.259354234,-1.287969947
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.258802056,-1.485985518,-1.673522592,-1.409957647,-1.153743505,-0.98474139,-0.899246156,-0.850372434,-1.066113353,-1.091803789,-1.294418812,-1.285928011,-1.111098409,-0.943674982,-1.140372396,-1.087580681,-1.16666913,-0.808124959,-1.084094286,-1.266946793,-1.330458999,-1.511704564,-2.083969355,-2.21174264
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.85437119,0.505568922,-0.250100613,0.148751169,0.478074342,0.664763033,0.625976086,0.78224957,1.018760681,1.201014876,0.929570854,0.846940041,0.911657512,0.978104293,0.958809972,0.608740628,0.725260258,0.699528992,0.621905208,0.684950054,0.528806627,0.512376428,0.518684864,0.556306064
Nauru,NRU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.169785261,1.131853342,1.070744872,1.040722609,1.088965535,1.012082815,1.385001779,1.453984499,1.061803818,1.026400208,1.054114819,0.601334393,1.088017941,1.108857036,0.931889772,0.944292486,0.792732,0.776040912,0.787112117,0.880902827
Nepal,NPL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.071113177,-0.730146408,-1.163825631,-1.717462897,-1.891852379,-2.149138451,-2.098404884,-1.894450188,-1.88537848,-1.834287405,-1.620081186,-1.583971143,-1.416443586,-1.381232262,-1.129146099,-0.72459954,-0.997430027,-0.846989989,-0.5841012,-0.542416573,-0.452942908,-0.180229142,-0.188807815,-0.251907498
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.526125789,1.594803452,1.758681178,1.302679896,1.16180563,1.016239166,0.988100886,0.902736187,0.778468788,0.863551974,0.945019245,0.940750122,1.113630772,1.187464714,1.143815398,1.045115352,0.912540197,0.896933198,0.907122314,0.838097334,0.821221173,0.830863893,0.892923951,0.717304826
Netherlands Antilles,ANT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.685668111,0.816166162,1.104799986,1.085738063,1.112509608,0.868718088,0.959880173,1.20577538,1.078248262,0.676403522,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.341992497,1.316330194,1.362381816,1.32036376,1.188374877,1.500026584,1.252252102,1.254492283,1.24336648,1.162643433,1.07115531,1.236488819,1.376731038,1.361365557,1.453926563,1.467927575,1.511137605,1.501143336,1.56213212,1.512160897,1.415749431,1.467778444,1.395236254,1.31238234
