Series Name,Series Code,Country Name,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.094716215,0.813736965,1.613425854,1.865465307,0.792470474,..,..,..,1.27394215,2.525364126,1.001975144,1.491975039,1.482585184,..,1.71233505,0.975115064,0,0.970682948,1.451373544,0.962695548,0.955212475,0.708263786,2.791301374,1.599908577,1.343962584,0.87608155,1.069049935,1.668415027,1.627385646,0.992783457,1.358279099,0.3796882,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.62620209,4.16536499,..,4.012881349,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.241011012,1.094928349,1.02253955,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.834374341,2.626194296,2.771038889,1.853074162,2.353636499,2.154786967,2.899682911,2.026587134,2.594402785,1.908059727,2.138280107,..,..,..,..,..,..,..,..,2.969057344,2.57143525,2.48788033,2.172657187,2.711724684,1.470459058,1.623937771,1.622986434,2.548773287,2.856301406,2.082884934,2.696814484,2.617570287,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.73485572,18.14962258,19.52392312,18.51158405,17.93478276,17.35253327,15.83747746,14.54341063,14.4100362,12.71503001,10.97028963,10.34767712,9.996325597,9.847764226,8.974868473,9.408928343,9.778570392,8.187217538,12.76935344,17.83259965,22.88851912,23.83958417,22.43254813,19.66311298,16.84969093,17.2800814,20.20997147,26.11461568,29.58137063,29.30879721,29.18531406,28.17565299,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.89783935,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.472927483,6.457463408,11.10146562,8.612077961,8.945885757,9.010964798,9.028947936,9.422390399,8.613691773,9.084704413,10.18446584,9.784547129,9.668143972,7.79192483,6.84458384,7.397444183,6.645111481,5.597337834,6.190290582,6.560887907,7.204638373,6.008133511,6.529442869,6.702706152,4.822761276,5.766787454,6.201313872,4.433256847,5.283533169,3.891312115,3.014736225,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.082281505,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.63029359,13.12083103,15.5514007,13.0169895,11.32158166,8.048939068,8.21235885,8.843597827,9.694098353,7.126616336,7.310677614,7.337685994,7.218150207,6.073500246,6.169191863,6.194707886,6.341978998,6.222803692,6.153326866,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.267175778,..,..,..,..,1.898967041,3.800676679,3.327091077,2.37701333,3.323899789,2.685409774,1.577422665,3.153109478,2.681529702,4.421540165,2.371773992,2.217103528,3.648500308,2.861469126,2.389073334,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.362218369,0.496236556,0.519671219,0.573492769,0.702248504,..,..,2.671813875,2.000588302,1.916456923,1.614461343,1.876938055,1.576694059,1.719413902,1.56493874,1.541145867,1.615151418,1.655319934,1.346610129,1.348193547,1.389194133,1.340274843,1.148351101,1.269098321,1.036538614,1.242774821,1.691957563,2.141965626,1.419524999,1.727063029,1.248338337,1.931137967,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.037084217,5.563000824,5.441253757,5.737668563,5.38812444,4.311346231,3.989565477,4.554699086,3.66810398,3.79219253,3.573169011,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.102301265,..,..,..,..,3.761644131,..,..,..,..,2.285986232,1.990662749,1.751282212,1.628154525,1.569548776,1.416464088,1.615778499,1.546062555,1.623247165,1.793297968,1.621753345,2.118706975,2.859521904,2.444305497,2.408344102,2.528943535,2.580341878,2.662161341,2.756996191,2.863864873,2.940670081,28.43781548,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.23451191,21.39307719,19.31206526,23.44533521,21.31275912,20.88898002,19.01527282,18.32117658,..,18.14989181,..,..,..,17.36527137,18.76281935,14.95757693,14.44422221,17.90105515,..,..,..,..,..,19.78650116,13.03826526,12.17308439,12.44985229,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.804600508,..,..,..,..,..,..,2.473180242,2.742230964,2.609435046,2.585557471,3.39797071,3.38699657,2.947485542,3.599451084,3.340294182,2.300240081,3.14820267,3.318261778,2.982209492,2.993199969,2.490244495,2.34900731,2.213168682,2.031890781,2.020983056,2.146355148,2.189229978,2.21000584,2.285615548,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.903339465,1.176346738,1.273869795,1.258926741,1.114044363,1.249460361,1.357907294,1.330782241,1.119408123,1.283795562,1.132137063,1.263950699,1.214420553,1.252512854,1.179300947,1.069990212,0.784040993,0.872417617,0.911257493,0.931289717,0.866576314,0.856211955,0.863851159,0.741076608,0.725489043,0.610288973,0.548920976,0.767120829,0.578501412,0.627762244,0.613723635,0.651365463,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.25687149,4.812184451,4.346511825,3.11312513,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.864610606,1.539585976,1.885223123,1.159006148,1.570078651,1.061544253,1.287395659,1.589045333,1.286074387,1.173863996,1.348804466,1.311196059,1.519532258,1.094543427,1.10256055,1.476003689,1.172254974,1.137038214,1.197116077,1.55709429,0.989338497,0.890153058,0.929645242,1.03355829,0.952550787,1.04561723,1.07110395,0.737424049,1.55005884,2.601313078,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.89471643,16.91590082,18.65750868,16.8334976,15.6747945,14.97269442,13.75615429,13.86857028,12.84537784,11.10917927,9.291027278,10.34131341,10.5343111,11.92922419,11.99356209,13.36467524,13.05650292,12.73305253,12.9401042,13.89794214,13.40566472,12.4189048,11.15973898,9.706867314,8.455909799,8.319311694,7.090050687,6.650689068,10.37699138,7.728179373,..,11.00643161,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.808161863,4.388894604,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.6041932,..,..,21.74078874,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.384684957,1.877675842,2.306255522,2.678505336,2.90593911,3.379777104,2.360450981,..,2.210395538,2.015850343,1.677669784,1.674811434,2.053654837,1.430547287,1.381295732,1.046514974,1.662478014,1.185979633,0.900390295,1.467817973,1.18287705,1.135194043,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.108063152,1.173189385,1.073122322,0.881233802,0.760940333,0.963450253,0.981396824,0.862590766,0.857463503,0.739555046,1.068756323,0.819669044,1.01356469,..,0.783924837,0.713715823,0.707989284,0.636999951,0.712989452,0.600513605,0.593078447,2.240812216,0.537949766,0.905392666,0.564430358,0.462395984,0.51560276,0.530565047,0.47060418,0.523532946,0.576225422,0.536736763,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.164890936,1.439381477,1.701193468,2.107194997,4.725363624,1.419963653,1.772896821,1.371621594,1.665559474,1.060223832,1.103072665,2.541475838,0.299306544,0.38169974,0.363795938,0.374296488,0.282537662,0.499699311,0.308139381,0.243337475,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.112651027,..,..,..,..,..,6.603280926,6.583161671,7.043081037,6.234031557,5.769258543,6.025082873,5.798013733,5.600542851,5.633798855,5.609842465,5.642725262,5.802406389,6.485706021,6.569949672,6.783077859,6.978755751,6.847477104,6.78736022,6.374980191,4.496388854,3.988294767,3.805810671,3.750486739,3.651251851,3.736849385,3.978788154,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8596156,0,0,11.1953875,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3470893,11.75039523,12.17515626,11.8120828,12.13654021,13.88036451,8.947882374,11.13864734,9.739438818,9.683601076,9.960917557,9.996654714,12.04745737,10.59212826,9.49646827,11.01072396,6.56064058,8.13028505,14.10474965,15.78943302,12.69449659,14.88339712,16.9646714,17.3489542,15.53181354,11.9026605,10.05877179,9.228373685,9.627262872,11.34072938,11.64307953,12.73192383,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.768762494,8.456440312,8.441809833,7.651151033,7.976111038,9.998391064,..,9.278610357,9.093324717,7.51329293,8.44775926,9.471537791,9.402277567,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.41910907,25.21327185,25.95283753,24.00409172,22.32141415,16.19535801,13.40638791,14.00679356,14.75603474,14.39700612,12.8453766,11.24241811,10.95668951,10.05719279,9.489845291,9.987131654,10.67561908,8.512440751,7.713405246,8.483885938,7.267293628,7.831380386,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.485498599,6.61521744,6.701330935,6.839307232,7.316391064,7.821338529,7.868886942,7.613974239,7.265834382,5.71389864,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.07661817,13.81192015,12.84869396,11.73972485,9.528415424,..,..,..,7.937773814,7.479436026,7.356504218,7.349350312,8.061701232,..,..,..,..,6.656887377,6.377919581,9.777620302,9.134933959,8.811691775,8.654288973,..,..,..,10.63644496,7.746033422,5.204992711,4.315967818,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78382582,2.224412487,2.240389536,2.361734381,2.389547966,2.221239779,2.273354144,2.101774347,1.977592986,1.931953722,2.220523659,2.007094043,1.8526436,..,..,..,..,..,0.846250277,1.003753454,0.994886877,1.09267412,1.05887573,0.790004961,0.743872657,0.772958969,0.674761863,0.744819766,0.708695945,0.657252098,0.692197,0.712649985,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.547552797,1.522600012,1.429710723,1.399618944,1.427415735,1.084442395,1.050790348,1.125309201,1.227968345,1.065142867,1.126145204,1.012358584,1.140839678,..,..,1.282865774,..,..,..,..,1.171092784,1.079052319,1.159465908,1.376076433,0.883903842,0.9647448,0.63874555,0.737325043,0.787184634,0.709431936,0.786545871,0.796882208,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9310951,22.83111722,23.91610099,26.17271744,27.06931663,23.3201748,23.25325026,19.25778783,17.22480631,15.56383673,19.17897023,20.92830334,21.40559863,21.38210754,22.08519331,21.6788125,20.65113585,20.50092175,23.25940665,25.5687475,27.70364736,31.93725021,27.74749398,25.56003871,19.77522257,17.55622495,20.50839555,21.62542389,20.00440458,19.22325595,16.99492704,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.905644315,0.876260035,1.273094734,0.822976686,0.998636861,..,..,..,0.34423556,0.489155424,0.15481386,0.736560352,..,..,0.642720198,0.706955262,0.492581719,0.730582636,0.83086526,0.496809705,0.23343985,0.221708413,0.367326805,0.442151697,0.406418798,0.248491193,0.462398166,0.442517934,0.361437248,0.391844644,0.434721968,0.334792159,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.485688577,3.616069313,3.679669144,3.243601611,3.428655857,3.363935083,3.220645174,3.109082356,2.531446568,2.568173726,2.536510641,3.206776529,3.029528855,3.240024356,2.287535671,2.05288541,1.707365943,1.827014066,1.466196785,1.260607795,1.308075928,1.013833386,1.05278223,1.08638527,1.625338436,1.702997361,1.54562472,1.294491613,1.275068939,1.249730399,1.445321693,1.262380643,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2866116,15.23757288,22.80172337,30.2624756,32.1644059,30.46430828,26.36585081,23.65486456,22.72118917,25.94403233,27.98191634,29.35059616,30.39491621,28.81334554,27.19432704,24.78163264,20.12297184,17.73156028,12.71118783,12.3348356,11.65156184,11.2824271,11.31175393,11.13736388,11.44678379,11.50631458,10.93245966,9.139063756,8.214082865,7.686170067,7.345966383,6.799319558,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.441183884,2.814189416,1.472092124,..,2.822767727,..,2.361550853,3.233841075,3.764804732,2.516542401,3.285586305,3.842902474,2.274213038,3.147636297,3.590347033,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.282602394,8.218974015,..,..,3.000915279,..,..,..,3.371389904,6.199302817,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3.575387036,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.647665423,5.687172988,9.550490258,6.241125899,6.122480217,..,..,..,..,..,..,..,..,..,..,..,2.413644331,2.355095396,8.04581517,2.806970269,3.294196449,3.225034871,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875787614,0.802881481,1.036859237,1.259756761,1.079874074,1.272092141,1.217330657,1.004614549,1.003785293,..,..,..,..,..,..,..,..,..,..,0.639668597,0.795481398,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.267518152,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.873337969,3.069036847,2.530278419,2.231389231,2.085613281,1.877168321,2.001336405,2.204126899,1.812815414,2.003112759,1.72464512,1.69270935,1.449017727,1.837002261,1.564165239,1.329876364,1.54805207,1.152061386,1.412463959,1.189019593,1.141613871,1.055261655,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.80435463,..,10.33378113,9.057509525,6.693141761,15.3795452,9.739363803,17.05266075,4.196875426,18.6115764,16.32636402,7.053607416,11.93928872,6.875518733,8.729304274,9.58106781,8.528380555,4.696136489,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.024097971,1.74193528,1.738449723,2.256209986,3.020919622,2.524025165,2.532354322,2.828026713,1.664558349,..,..,1.695199564,..,..,..,..,2.137486405,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.555153863,1.634290622,1.331998856,1.739583718,1.424992951,1.523755776,0.903638583,1.010463751,1.034582872,0.983239176,1.011445992,0.776446967,0.742196048,0.638839527,0.468340038,..,0.378907512,0.385996435,0.558035484,0.399145509,0.367961086,0.302953188,0.204422799,0.310329151,0.251323871,0.247786821,0.315129747,0.190823572,0.154784479,0.204554578,0.169208474,0.10099207,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.767622291,2.424138434,..,2.574288179,2.416268341,2.39252493,2.463472948,2.609102899,2.383133152,2.623441041,2.399245856,2.194754518,2.251076517,2.549133383,2.009328307,1.729833007,1.524947159,1.524622089,1.598027217,1.447412578,1.649240312,1.776896075,1.386505255,1.440512645,1.328518928,0.884883236,1.104727525,1.470745989,1.230092355,1.393492099,1.154548081,1.009614837,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.06442621,2.010254812,2.410437193,1.305427642,2.05880241,2.209827101,1.908908398,1.809201599,0.704126534,1.258646271,1.814206141,1.412367395,1.81472925,1.05558855,1.352216621,0.997616445,0.595956584,1.186222617,0.491634108,0.635517199,0.729115401,0.774648467,0.676539635,0.579045921,0.771115182,0.961140143,0.478464321,0.905455225,0.42736585,0.662595961,0.519445931,0.424646582,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.239219136,5.388757394,4.661253533,5.152402109,3.682163407,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.0097326,61.10341625,57.02885254,54.07082649,54.80002782,48.7526265,46.47827868,45.32104514,45.22097173,41.21066858,38.70370813,37.79901717,38.60440919,36.80287467,35.76329398,32.7667476,30.69040087,29.65868364,30.50708427,31.5980275,32.53269883,33.41833984,33.70300206,35.90318812,36.66224942,36.71213836,33.96487358,41.86572812,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.05396733,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.244431406,1.127007716,1.124349073,1.201901543,1.082684679,1.032285339,0.992587534,1.152313165,1.293284251,1.198749985,1.357333293,1.408469631,1.35976829,1.3899982,1.210437716,1.185751552,1.071521083,1.065292672,0.885426699,0.888548192,0.861018098,0.823895406,0.778508353,0.648020569,0.695153602,0.650422725,0.632621107,0.65902216,0.617626377,0.702292308,0.629172397,0.610694289,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.53795137,..,..,..,..,8.879073375,9.687539466,10.0329975,..,10.27829515,..,..,..,..,..,6.196036915,10.28649913,..,9.869049008,5.365562118,3.691597732,3.509151659,3.216421334,2.929240643,2.603644717,2.282452568,2.473688588,2.259749091,2.381756671,3.427304923,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.400705053,9.281280817,16.03463481,18.08706662,13.38523831,6.599062933,13.04759109,10.80753934,21.5375669,23.61553902,17.12127211,36.26744037,34.03169201,48.77479827,57.09874911,44.30099361,71.45634333,37.71450123,..,..,..,62.7779231,48.13175545,48.15644564,25.15116901,20.98966259,29.40774894,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.838300504,6.931520048,9.561535309,5.383743115,6.64180418,10.50227112,7.793776669,8.362602442,8.925440694,10.11023314,14.4200627,21.17146709,25.95805302,22.07959079,22.52814496,24.79056507,25.83055755,17.31157249,23.13496583,22.98342541,25.74077866,26.72158145,22.52720593,18.96786097,19.45041146,15.94324206,17.00550128,27.65806727,20.79960425,25.75825874,29.0119479,38.96432816,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.00825309,5.551546106,22.44700403,22.68827725,17.13306682,28.72655195,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.778864318,15.96027664,15.89804057,12.32166589,11.40916331,17.51712299,20.99912066,7.875634973,21.02229677,12.28129427,17.57276222,10.55956917,17.62898911,15.91399371,25.75316919,23.20548006,17.94905162,36.093265,14.50385485,20.93964375,22.87125769,..,..,..,..,..,37.74920373,36.94983823,32.29467945,18.10843138,31.53895778,30.67131848,..,..
